RAM 2173/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [14%@518,10%@518,9%@518,15%@518] EMC_FREQ 0% GR3D_FREQ 7% PLL@49C CPU@53C PMIC@100C GPU@49.5C AO@57.5C thermal@51.25C POM_5V_IN 2629/2629 POM_5V_GPU 164/164 POM_5V_CPU 328/328
RAM 2173/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [14%@102,5%@102,8%@102,3%@102] EMC_FREQ 0% GR3D_FREQ 0% PLL@49C CPU@52.5C PMIC@100C GPU@49.5C AO@57.5C thermal@51.25C POM_5V_IN 2386/2507 POM_5V_GPU 82/123 POM_5V_CPU 205/266
RAM 2173/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [17%@102,6%@102,6%@102,6%@102] EMC_FREQ 0% GR3D_FREQ 0% PLL@49C CPU@52.5C PMIC@100C GPU@49C AO@57.5C thermal@51C POM_5V_IN 2345/2453 POM_5V_GPU 82/109 POM_5V_CPU 164/232
RAM 2173/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [16%@102,9%@102,9%@102,7%@102] EMC_FREQ 0% GR3D_FREQ 0% PLL@49C CPU@52.5C PMIC@100C GPU@49.5C AO@57C thermal@51C POM_5V_IN 2510/2467 POM_5V_GPU 82/102 POM_5V_CPU 246/235
RAM 2173/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [15%@204,7%@204,7%@204,7%@204] EMC_FREQ 0% GR3D_FREQ 15% PLL@49C CPU@52.5C PMIC@100C GPU@49.5C AO@57.5C thermal@51C POM_5V_IN 2510/2476 POM_5V_GPU 82/98 POM_5V_CPU 287/246
RAM 2173/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [14%@102,7%@102,5%@102,6%@102] EMC_FREQ 0% GR3D_FREQ 0% PLL@49C CPU@52.5C PMIC@100C GPU@49.5C AO@57.5C thermal@51C POM_5V_IN 2386/2461 POM_5V_GPU 82/95 POM_5V_CPU 205/239
RAM 2182/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [33%@1479,2%@1479,5%@1479,2%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@49.5C CPU@53.5C PMIC@100C GPU@49.5C AO@58.5C thermal@50.75C POM_5V_IN 3230/2570 POM_5V_GPU 81/93 POM_5V_CPU 981/345
RAM 2213/3956MB (lfb 130x4MB) SWAP 0/1978MB (cached 0MB) CPU [55%@1224,0%@1224,1%@1224,0%@1224] EMC_FREQ 0% GR3D_FREQ 0% PLL@49C CPU@52C PMIC@100C GPU@49.5C AO@57.5C thermal@51C POM_5V_IN 2584/2572 POM_5V_GPU 164/102 POM_5V_CPU 287/337
RAM 2274/3956MB (lfb 126x4MB) SWAP 0/1978MB (cached 0MB) CPU [34%@1479,7%@1479,2%@1479,3%@1479] EMC_FREQ 0% GR3D_FREQ 41% PLL@49.5C CPU@54.5C PMIC@100C GPU@50C AO@58C thermal@51.25C POM_5V_IN 3802/2709 POM_5V_GPU 121/104 POM_5V_CPU 1453/461
RAM 2345/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [85%@1479,50%@1479,42%@1479,42%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@54C PMIC@100C GPU@50C AO@58.5C thermal@52.25C POM_5V_IN 3876/2825 POM_5V_GPU 121/106 POM_5V_CPU 1532/568
RAM 2350/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [59%@1479,1%@1479,62%@1479,24%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@49.5C CPU@54C PMIC@100C GPU@51.5C AO@58C thermal@52.75C POM_5V_IN 3524/2889 POM_5V_GPU 0/96 POM_5V_CPU 1334/638
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [19%@1479,42%@1479,99%@1479,25%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@49.5C CPU@54C PMIC@100C GPU@50C AO@58C thermal@52.75C POM_5V_IN 3951/2977 POM_5V_GPU 161/101 POM_5V_CPU 1532/712
RAM 2350/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [25%@1479,27%@1479,60%@1479,59%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50.5C CPU@54.5C PMIC@100C GPU@50C AO@58.5C thermal@52C POM_5V_IN 4807/3118 POM_5V_GPU 240/112 POM_5V_CPU 2163/824
RAM 2350/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [20%@1479,38%@1479,37%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@51C CPU@54C PMIC@100C GPU@50C AO@58C thermal@52C POM_5V_IN 4735/3233 POM_5V_GPU 240/121 POM_5V_CPU 2043/911
RAM 2350/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [32%@1479,8%@1479,27%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@53.5C PMIC@100C GPU@50C AO@57.5C thermal@51.25C POM_5V_IN 3680/3263 POM_5V_GPU 80/118 POM_5V_CPU 1292/936
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [18%@1479,48%@1479,25%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50.5C CPU@55C PMIC@100C GPU@49.5C AO@57.5C thermal@51.25C POM_5V_IN 4072/3314 POM_5V_GPU 80/116 POM_5V_CPU 1774/989
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [19%@1479,40%@1479,10%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@52.5C PMIC@100C GPU@49.5C AO@58C thermal@51.25C POM_5V_IN 3680/3335 POM_5V_GPU 80/114 POM_5V_CPU 1332/1009
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [14%@1479,40%@1479,13%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@53C PMIC@100C GPU@49.5C AO@58C thermal@52.25C POM_5V_IN 3883/3366 POM_5V_GPU 80/112 POM_5V_CPU 1451/1033
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [26%@1479,35%@1479,30%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50.5C CPU@54.5C PMIC@100C GPU@50C AO@58C thermal@51.5C POM_5V_IN 3796/3388 POM_5V_GPU 80/110 POM_5V_CPU 1494/1058
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [29%@1479,20%@1479,27%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 44% PLL@50C CPU@53C PMIC@100C GPU@49.5C AO@58C thermal@52.25C POM_5V_IN 4226/3430 POM_5V_GPU 120/111 POM_5V_CPU 1728/1091
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [24%@1479,12%@1479,25%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@53C PMIC@100C GPU@49.5C AO@58C thermal@51.5C POM_5V_IN 3443/3431 POM_5V_GPU 81/109 POM_5V_CPU 1174/1095
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [38%@1479,30%@1479,18%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 67% PLL@50.5C CPU@54.5C PMIC@100C GPU@50C AO@58C thermal@51.5C POM_5V_IN 4960/3500 POM_5V_GPU 240/115 POM_5V_CPU 2356/1152
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [29%@1479,22%@1479,27%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@53C PMIC@100C GPU@49.5C AO@58C thermal@52.25C POM_5V_IN 3524/3501 POM_5V_GPU 80/114 POM_5V_CPU 1253/1157
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [34%@1479,29%@1479,34%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50.5C CPU@53C PMIC@100C GPU@50C AO@57.5C thermal@51.75C POM_5V_IN 3599/3505 POM_5V_GPU 80/112 POM_5V_CPU 1334/1164
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [27%@1479,29%@1479,34%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@53.5C PMIC@100C GPU@49.5C AO@58C thermal@51.25C POM_5V_IN 3917/3522 POM_5V_GPU 120/112 POM_5V_CPU 1572/1180
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [25%@1479,38%@1479,29%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 0% PLL@50C CPU@53.5C PMIC@100C GPU@50C AO@58C thermal@52.5C POM_5V_IN 4072/3543 POM_5V_GPU 120/113 POM_5V_CPU 1690/1200
RAM 2351/3956MB (lfb 118x4MB) SWAP 0/1978MB (cached 0MB) CPU [30%@1479,28%@1479,32%@1479,100%@1479] EMC_FREQ 0% GR3D_FREQ 42% PLL@50.5C CPU@53.5C PMIC@100C GPU@50C AO@58C thermal@51.25C POM_5V_IN 4421/3575 POM_5V_GPU 241/117 POM_5V_CPU 1768/1221
